Project > Number,Project > Name,Project > Actual Start Date,Project > Projected Finish Date,Project > APM,Company (Vendor) > Name,Company Project Insurance > Expiration Date,Company Project Insurance > Insurance Type,Company Project Insurance > Policy Number
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"BURGESS STEEL ERECTORS OF NEW JERSEY, LLC",12/9/2026,Umbrella/Excess,TSX00122525
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,GREAT CLEANING SERVICE INC.,3/6/2027,Umbrella/Excess,ISCEX0300002498-01
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,GREAT CLEANING SERVICE INC.,3/6/2027,General Liability,FMC-CGL1001172-01
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,GREAT CLEANING SERVICE INC.,6/6/2026,Workers Compensation,WC0241989-01
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,4455 GLASS & METAL INC,1/29/2027,General Liability,BKS59511541
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,DYER INSULATIONS,3/29/2027,Workers Compensation,WOO5363
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,Kazimar Industrial Service,4/15/2027,Automobile Liability,7014754730
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,4455 GLASS & METAL INC,1/29/2027,Umbrella/Excess,USO59511541
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"BURGESS STEEL ERECTORS OF NEW JERSEY, LLC",12/9/2026,Workers Compensation,BIN205503575
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BENCO INC,8/15/2026,Automobile Liability,S 2309333
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BENCO INC,8/15/2026,Umbrella/Excess,S 2309333
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"BURGESS STEEL ERECTORS OF NEW JERSEY, LLC",12/9/2026,Umbrella/Excess,CZ11NJ3X000501
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BRB CERAMIC TILE,3/19/2027,Workers Compensation,W229294
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"CENTRON ENTERPRISES, LLC",2/21/2027,Umbrella/Excess,CUP-C5645139
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MEADOWLANDS FIRE PROTECTION,10/1/2026,Workers Compensation,WC 8 33425613 (AOS)
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MODERN FURNITURE MANUFACTURING,1/1/2027,Umbrella/Excess,31M6360326
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,NASCO INC.,2/28/2027,Automobile Liability,5563310
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,NASCO INC.,2/28/2027,General Liability,5563341
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,NASCO INC.,2/28/2027,Umbrella/Excess,5563882
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"A Plus Painting & Design, Inc.",3/3/2027,Workers Compensation,13WBCBX8418
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,4455 GLASS & METAL INC,,Automobile Liability,
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,APEX ELECTRICAL CONTRACTING,3/14/2027,Automobile Liability,16UEABZ8ZBK
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,APEX ELECTRICAL CONTRACTING,3/14/2027,Umbrella/Excess,16RHABZ8ZB2
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,PRECISE PLUMBING INC.,7/8/2026,General Liability,7092444210
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,PRECISE PLUMBING INC.,7/8/2026,Umbrella/Excess,7092444207
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MEADOWLANDS FIRE PROTECTION,10/1/2026,Workers Compensation,"WC 8 33452858 (AZ, OR, WI)"
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"A Plus Painting & Design, Inc.",8/25/2026,Automobile Liability,239 9557-B25-30A
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,APEX ELECTRICAL CONTRACTING,3/14/2027,Workers Compensation,16WEABZ8ZAX
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"BURGESS STEEL ERECTORS OF NEW JERSEY, LLC",12/9/2026,Workers Compensation,26372979
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"BURGESS STEEL ERECTORS OF NEW JERSEY, LLC",12/9/2026,General Liability,CZO1NJGL000201
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MODERN FURNITURE MANUFACTURING,1/1/2027,Workers Compensation,110595619
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,DYER INSULATIONS,3/29/2027,General Liability,S 2472278
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,Kazimar Industrial Service,4/15/2027,Workers Compensation,RE26013457
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,Kazimar Industrial Service,4/15/2027,General Liability,7014754727
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,NASCO INC.,2/28/2027,Workers Compensation,5627810
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MEADOWLANDS FIRE PROTECTION,10/1/2026,General Liability,GL 8033391088
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"CENTRON ENTERPRISES, LLC",2/21/2027,Automobile Liability,BA-C2322738
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,4455 GLASS & METAL INC,6/28/2026,Workers Compensation,A2655802-3 - NYSIF
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BRB CERAMIC TILE,3/19/2027,General Liability,S 26864839
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BRB CERAMIC TILE,3/19/2027,Umbrella/Excess,ISCEXO300004152-00
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,VESSEL CONSTRUCTION SERVICES,4/18/2027,Umbrella/Excess,1109306944
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,VESSEL CONSTRUCTION SERVICES,4/18/2027,Workers Compensation,1081919
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"CENTRON ENTERPRISES, LLC",2/21/2027,Workers Compensation,UB-C232266A
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BENCO INC,8/15/2026,Workers Compensation,WC 9047640
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,VESSEL CONSTRUCTION SERVICES,4/18/2027,Automobile Liability,1109301507
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,VESSEL CONSTRUCTION SERVICES,,Pollution/Environmental,
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MEADOWLANDS FIRE PROTECTION,10/1/2026,Automobile Liability,BUA 8033391091
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MODERN FURNITURE MANUFACTURING,1/1/2027,General Liability,31M6360126
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,MODERN FURNITURE MANUFACTURING,1/1/2027,Automobile Liability,31M6360226
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"CENTRON ENTERPRISES, LLC",2/21/2027,General Liability,C0-C2322413
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BENCO INC,8/15/2026,General Liability,S 2309333
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,PRECISE PLUMBING INC.,7/8/2026,Workers Compensation,7092444224
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,APEX ELECTRICAL CONTRACTING,3/14/2027,General Liability,16UEABZ8ZCV
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,A.C.M CONSULTING CORP.,,,
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,BRB CERAMIC TILE,3/19/2027,Automobile Liability,S 1808379
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,PRECISE PLUMBING INC.,7/8/2026,Automobile Liability,7092444191
25-057-G,"Tatte-Buildout-Maywood, NJ",11/3/2025,3/6/2026,Ahern Tim,"MILES SQUARE ROOFING, INC.",,,
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Umbrella/Excess,DMX100002001
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,CM RICHEY ELECTRICAL CONT. INC,11/1/2026,General Liability,FMCCGL100110201
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WC GREMP LLC,4/1/2027,General Liability,16SBMAK4F0V
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WC GREMP LLC,3/29/2027,Workers Compensation,UB-C5289823-26
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,"FDL MANAGEMENT, CORP.",10/26/2026,Workers Compensation,W2429931-5
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,"FDL MANAGEMENT, CORP.",4/27/2027,Automobile Liability,BAP202888-17
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,"FDL MANAGEMENT, CORP.",4/27/2027,General Liability,ECP2028886-17
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,"FDL MANAGEMENT, CORP.",4/27/2027,Umbrella/Excess,FFX2028887-17
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,KNJ PLUMBING & HEATING INC,7/7/2026,Workers Compensation,W2393855-8 - NYSIF
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,KNJ PLUMBING & HEATING INC,,General Liability,
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,KNJ PLUMBING & HEATING INC,,Automobile Liability,
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WC GREMP LLC,4/1/2027,Umbrella/Excess,16SBMAK4F0V
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,KNJ PLUMBING & HEATING INC,,Umbrella/Excess,
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Automobile Liability,5608330
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WOODVIEW MECHANICAL,2/8/2027,Umbrella/Excess,GXL0002508 02
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WOODVIEW MECHANICAL,2/9/2027,Workers Compensation,NYSIF Certificate
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WOODVIEW MECHANICAL,12/29/2029,Automobile Liability,Auto- Waived
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WOODVIEW MECHANICAL,2/9/2027,General Liability,CEP1000322
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Workers Compensation,5608317
25-060-G,Shoprite-Demo-Bedford Hills,9/1/2025,10/7/2025,Yoon Susan,WC GREMP LLC,4/1/2027,Automobile Liability,16SBMAK4F0V
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",PREFERRED EXTERIOR INDUSTRIES,8/29/2026,Umbrella/Excess,RK25EXCZODZ1NIV
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",PREFERRED EXTERIOR INDUSTRIES,8/29/2026,Umbrella/Excess,ENY F066571-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BLACK DOG INTERIORS CORP.,9/28/2026,Workers Compensation,5381832
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",C&L ALUMINUM & GLASS,8/25/2026,General Liability,CTRl015611
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",WERNER PLUMBING & HEATING,12/22/2026,General Liability,CTR1020886
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","TSP of LI, LLC",2/7/2027,Umbrella/Excess,Q26-5770049
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",A. YORK CLEANING COMPANY INC.,5/22/2027,Automobile Liability,46 SBM BS6SL8
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",MILES FENCE COMPANY,10/3/2026,Workers Compensation,UB-7N473219-25
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERSEY TILE, LLC.",11/1/2026,General Liability,7063455947
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERRY CARDULLO IRONWORKS, INC.",1/13/2027,Umbrella/Excess,CZ11NY3X011302
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",GMA MECHANICAL CORP.,3/16/2027,Workers Compensation,WWC3852165
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FB RUGS INC.,,Umbrella/Excess,
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",DRYWALL & ACOUSTICS OF,6/30/2026,Umbrella/Excess,1934821
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,General Liability,FMCCGL100110201
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","POLTECH WALL SURFACING, INC.",3/11/2027,Workers Compensation,K 2068798-4 - NYSIF
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Automobile Liability,5608330
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Umbrella/Excess,DMX100002001
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",DRYWALL & ACOUSTICS OF,6/30/2026,General Liability,1934820
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",DRYWALL & ACOUSTICS OF,6/30/2026,Automobile Liability,1934820
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",DRYWALL & ACOUSTICS OF,6/30/2026,Workers Compensation,1934822
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FB RUGS INC.,,General Liability,
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FB RUGS INC.,,Automobile Liability,
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FB RUGS INC.,,Workers Compensation,
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",GMA MECHANICAL CORP.,3/16/2027,Umbrella/Excess,MXLO445469
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",GMA MECHANICAL CORP.,3/16/2027,General Liability,TRP200004
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",GMA MECHANICAL CORP.,3/16/2027,Automobile Liability,5566048
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERRY CARDULLO IRONWORKS, INC.",5/20/2027,Workers Compensation,I2570-698-7
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERRY CARDULLO IRONWORKS, INC.",1/13/2027,Automobile Liability,CAPI080880
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERRY CARDULLO IRONWORKS, INC.",1/13/2027,General Liability,CZO1NYGLO10602
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERSEY TILE, LLC.",11/1/2026,Umbrella/Excess,7063455978
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERSEY TILE, LLC.",6/12/2027,Workers Compensation,7063455950
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","JERSEY TILE, LLC.",11/1/2026,Automobile Liability,7063455964
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",MILES FENCE COMPANY,12/17/2026,General Liability,12 SBM BY1BPJ-001
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",MILES FENCE COMPANY,12/17/2026,Umbrella/Excess,12 SBM BY1BPJ-001
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",MILES FENCE COMPANY,12/17/2026,Automobile Liability,12UEC9179AB-007
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","POLTECH WALL SURFACING, INC.",4/12/2027,Automobile Liability,957360492
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","POLTECH WALL SURFACING, INC.",11/1/2026,Umbrella/Excess,WC- Waived
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","POLTECH WALL SURFACING, INC.",6/15/2026,General Liability,CA000057846-01
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","POLTECH WALL SURFACING, INC.",6/15/2026,Pollution/Environmental,ICELLUWOO165151
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","TSP of LI, LLC",2/7/2026,Automobile Liability,Q02-5740022
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","TSP of LI, LLC",2/7/2027,General Liability,Q61-0255547
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","TSP of LI, LLC",2/7/2027,Automobile Liability,Q02-5740022
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","TSP of LI, LLC",6/29/2026,Workers Compensation,I2350273-5 - NYSIF
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",WERNER PLUMBING & HEATING,12/22/2026,Umbrella/Excess,MXLO445109
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",WERNER PLUMBING & HEATING,1/21/2027,Automobile Liability,3231508-A21-32
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",WERNER PLUMBING & HEATING,1/6/2027,Workers Compensation,11375923-14
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",C&L ALUMINUM & GLASS,8/25/2026,Automobile Liability,CAPl087099
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",C&L ALUMINUM & GLASS,8/25/2026,Umbrella/Excess,GXL000238502
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",C&L ALUMINUM & GLASS,8/1/2026,Workers Compensation,1358172-3
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BLACK DOG INTERIORS CORP.,5/23/2027,Automobile Liability,BAGR4526-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BLACK DOG INTERIORS CORP.,5/23/2027,General Liability,GLGR4526-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BLACK DOG INTERIORS CORP.,5/23/2027,Umbrella/Excess,XSGR4526-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",PREFERRED EXTERIOR INDUSTRIES,8/29/2026,Umbrella/Excess,UXP1053132-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",PREFERRED EXTERIOR INDUSTRIES,8/29/2026,General Liability,PNY F066570-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",PREFERRED EXTERIOR INDUSTRIES,9/1/2026,Automobile Liability,CAPIO82680
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",PREFERRED EXTERIOR INDUSTRIES,4/4/2027,Workers Compensation,H2385 944-0 - NYSIF
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LAND SHAPES CONTRACTING INC.,4/1/2026,Workers Compensation,Z2438-243-4 - NYSIF
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LAND SHAPES CONTRACTING INC.,5/9/2027,Automobile Liability,CAPl084217
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LAND SHAPES CONTRACTING INC.,5/9/2027,Umbrella/Excess,8044723504
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LAND SHAPES CONTRACTING INC.,5/9/2027,General Liability,8044723499
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",A. YORK CLEANING COMPANY INC.,5/22/2027,General Liability,46 SBM BS6SL8
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",A. YORK CLEANING COMPANY INC.,5/22/2027,Umbrella/Excess,46 SBM BS6SL8
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",A. YORK CLEANING COMPANY INC.,3/1/2027,Workers Compensation,WWC3768730
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,General Liability,WSGLOO2526
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Automobile Liability,WPP2063036 01
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Workers Compensation,TWC4734036
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","DOUBLE R CONTRACTING, INC",2/1/2027,Workers Compensation,408-754120-5
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","DOUBLE R CONTRACTING, INC",5/12/2027,General Liability,BKS62636113
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","DOUBLE R CONTRACTING, INC",5/12/2027,Umbrella/Excess,ISCEXO300001368-02
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BREFFNI MECHANICAL INC.,1/16/2027,General Liability,MPGR104907
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BREFFNI MECHANICAL INC.,11/4/2026,Workers Compensation,W1435878-2
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BREFFNI MECHANICAL INC.,1/16/2027,Automobile Liability,BAGR104907
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",BREFFNI MECHANICAL INC.,1/16/2027,Umbrella/Excess,UMGR104907
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CLEAR IMAGE STOREFRONTS,9/18/2026,General Liability,CTRl009607
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CLEAR IMAGE STOREFRONTS,9/18/2026,Automobile Liability,CAPl082734
